Timestamp,src_ip,dst_ip,src_port,dst_port,protocol,flow_packets_s,flow_bytes_s,Label
2025-05-02 22:06:07.052059,192.168.0.86,10.0.0.217,49186,511,6,5,1990,BENIGN
2025-05-02 22:06:07.102904,192.168.0.120,10.0.0.6,29254,172,1,5,2000,BENIGN
2025-05-02 22:06:07.154086,192.168.0.81,10.0.0.6,1926,416,1,3,3741,BENIGN
2025-05-02 22:06:07.205317,192.168.0.145,10.0.0.18,36786,232,17,1,1253,BENIGN
2025-05-02 22:06:07.255988,192.168.0.187,10.0.0.143,49359,614,6,10,8280,BENIGN
2025-05-02 22:06:07.326209,192.168.0.73,10.0.0.128,49531,763,6,5,3315,PORT_SCAN
2025-05-02 22:06:07.376536,192.168.0.4,10.0.0.76,49418,531,6,4,1140,BENIGN
2025-05-02 22:06:07.431764,192.168.0.135,10.0.0.25,55512,32,6,9,7803,PORT_SCAN
2025-05-02 22:06:07.484118,192.168.0.97,10.0.0.77,32623,725,6,6,1332,BENIGN
2025-05-02 22:06:07.534788,192.168.0.148,10.0.0.253,13810,784,1,5,6425,BENIGN
2025-05-02 22:06:07.587002,192.168.0.238,10.0.0.220,21544,726,1,2,1184,BENIGN
2025-05-02 22:06:07.637164,192.168.0.247,10.0.0.203,36843,81,6,9,12672,BENIGN
2025-05-02 22:06:07.722377,192.168.0.110,10.0.0.232,44545,693,17,7,9765,BENIGN
2025-05-02 22:06:07.772910,192.168.0.246,10.0.0.115,13499,785,6,7,9107,BENIGN
2025-05-02 22:06:07.823445,192.168.0.51,10.0.0.103,52250,901,6,3,4368,DDoS
2025-05-02 22:06:07.873751,192.168.0.35,10.0.0.152,14395,739,6,5,7495,BENIGN
2025-05-02 22:06:07.924025,192.168.0.112,10.0.0.15,47152,1004,6,2,488,BENIGN
2025-05-02 22:06:07.974884,192.168.0.172,10.0.0.55,15759,479,17,3,4197,BENIGN
2025-05-02 22:06:08.025838,192.168.0.188,10.0.0.44,9604,155,17,9,6156,BENIGN
2025-05-02 22:06:08.076397,192.168.0.31,10.0.0.116,37510,1014,17,2,1136,BENIGN
2025-05-02 22:06:08.126805,192.168.0.119,10.0.0.184,7442,332,6,8,1408,BENIGN
2025-05-02 22:06:08.177127,192.168.0.149,10.0.0.107,4463,767,6,3,861,BENIGN
2025-05-02 22:06:08.227879,192.168.0.62,10.0.0.139,48789,255,6,9,9396,BENIGN
2025-05-02 22:06:08.278102,192.168.0.142,10.0.0.208,24059,239,1,7,9114,BENIGN
2025-05-02 22:06:08.328556,192.168.0.201,10.0.0.158,53644,267,17,2,2198,BENIGN
2025-05-02 22:06:08.379008,192.168.0.208,10.0.0.46,8182,1004,17,8,1304,BENIGN
2025-05-02 22:06:08.429546,192.168.0.203,10.0.0.139,31579,371,1,10,9380,BENIGN
2025-05-02 22:06:08.480007,192.168.0.8,10.0.0.44,28632,886,17,7,3619,BENIGN
2025-05-02 22:06:08.530277,192.168.0.171,10.0.0.3,51111,947,6,4,2184,BENIGN
2025-05-02 22:06:08.580982,192.168.0.171,10.0.0.245,35666,939,17,3,2730,BENIGN
2025-05-02 22:06:08.637902,192.168.0.173,10.0.0.86,39658,370,6,3,2247,BENIGN
2025-05-02 22:06:08.688744,192.168.0.201,10.0.0.135,8874,15,6,2,750,BENIGN
2025-05-02 22:06:08.752846,192.168.0.246,10.0.0.34,30198,576,1,10,10820,BENIGN
2025-05-02 22:06:08.804377,192.168.0.163,10.0.0.207,14867,642,6,6,7530,BENIGN
2025-05-02 22:06:08.855109,192.168.0.124,10.0.0.82,18715,94,1,7,903,BENIGN
2025-05-02 22:06:08.906163,192.168.0.55,10.0.0.63,49729,292,6,8,6384,BENIGN
2025-05-02 22:06:08.957142,192.168.0.118,10.0.0.156,51980,170,17,4,4612,BENIGN
2025-05-02 22:06:09.009081,192.168.0.148,10.0.0.141,6743,841,1,2,1026,BENIGN
2025-05-02 22:06:09.060009,192.168.0.136,10.0.0.232,59195,843,17,5,765,BENIGN
2025-05-02 22:06:09.110514,192.168.0.172,10.0.0.77,50531,886,1,10,980,BENIGN
2025-05-02 22:06:09.161072,192.168.0.47,10.0.0.82,14506,11,1,9,1035,BENIGN
2025-05-02 22:06:09.211694,192.168.0.214,10.0.0.89,55920,171,6,7,1134,BENIGN
2025-05-02 22:06:09.262225,192.168.0.207,10.0.0.187,47252,275,17,6,5700,BENIGN
2025-05-02 22:06:09.339648,192.168.0.216,10.0.0.97,28308,915,6,1,1171,BENIGN
2025-05-02 22:06:09.413824,192.168.0.51,10.0.0.161,52547,455,6,6,4512,BENIGN
2025-05-02 22:06:09.466806,192.168.0.238,10.0.0.10,24307,903,6,1,820,BENIGN
2025-05-02 22:06:09.517739,192.168.0.35,10.0.0.137,22409,275,17,2,2936,BENIGN
2025-05-02 22:06:09.568123,192.168.0.191,10.0.0.72,61521,257,6,7,1008,BENIGN
2025-05-02 22:06:09.618641,192.168.0.8,10.0.0.85,32407,808,1,5,5425,BENIGN
2025-05-02 22:06:09.669227,192.168.0.221,10.0.0.92,2728,413,1,3,1533,BENIGN
2025-05-02 22:06:09.719942,192.168.0.109,10.0.0.41,41411,817,1,3,3624,BENIGN
2025-05-02 22:06:09.770445,192.168.0.124,10.0.0.146,64006,123,1,7,7868,BENIGN
2025-05-02 22:06:09.824928,192.168.0.110,10.0.0.130,3723,942,17,9,4437,BENIGN
2025-05-02 22:06:09.875190,192.168.0.231,10.0.0.138,11987,294,1,1,915,BENIGN
2025-05-02 22:06:09.925432,192.168.0.131,10.0.0.100,3163,330,6,4,3804,BENIGN
2025-05-02 22:06:09.975772,192.168.0.187,10.0.0.65,61612,846,1,9,10944,BENIGN
2025-05-02 22:06:10.026077,192.168.0.226,10.0.0.152,6004,328,1,9,2529,BENIGN
2025-05-02 22:06:10.076441,192.168.0.144,10.0.0.203,34796,288,17,2,2392,BENIGN
2025-05-02 22:06:10.127078,192.168.0.149,10.0.0.203,46916,741,6,9,3258,BENIGN
2025-05-02 22:06:10.177562,192.168.0.210,10.0.0.205,62068,653,17,5,7195,BENIGN
2025-05-02 22:06:10.228054,192.168.0.10,10.0.0.40,18312,257,6,9,7344,BENIGN
2025-05-02 22:06:10.278279,192.168.0.76,10.0.0.20,55391,28,1,3,1236,BENIGN
2025-05-02 22:06:10.328897,192.168.0.22,10.0.0.155,30341,959,6,2,1948,BENIGN
2025-05-02 22:06:10.379383,192.168.0.137,10.0.0.215,14116,972,6,1,917,BENIGN
2025-05-02 22:06:10.429697,192.168.0.124,10.0.0.23,42320,9,1,8,8968,DDoS
2025-05-02 22:06:10.480040,192.168.0.22,10.0.0.137,30284,410,6,10,1960,BENIGN
2025-05-02 22:06:10.530313,192.168.0.72,10.0.0.161,33907,118,1,8,10616,BENIGN
2025-05-02 22:06:10.580667,192.168.0.134,10.0.0.45,60351,255,17,7,7336,BENIGN
2025-05-02 22:06:10.636097,192.168.0.57,10.0.0.176,32232,730,6,3,1899,BENIGN
2025-05-02 22:06:10.687112,192.168.0.199,10.0.0.223,1240,533,6,2,676,BENIGN
2025-05-02 22:06:10.738502,192.168.0.162,10.0.0.146,57456,647,1,1,320,BENIGN
2025-05-02 22:06:10.789690,192.168.0.99,10.0.0.93,32801,630,1,7,4116,BENIGN
2025-05-02 22:06:10.848714,192.168.0.116,10.0.0.216,36465,590,17,4,3404,DDoS
2025-05-02 22:06:10.899058,192.168.0.240,10.0.0.33,46743,907,1,5,7170,BENIGN
2025-05-02 22:06:10.956427,192.168.0.80,10.0.0.249,51995,844,17,2,1248,BENIGN
2025-05-02 22:06:11.007106,192.168.0.84,10.0.0.187,64418,263,6,5,7300,DDoS
2025-05-02 22:06:11.057726,192.168.0.104,10.0.0.133,59635,455,1,4,2176,BENIGN
2025-05-02 22:06:11.108184,192.168.0.152,10.0.0.32,32158,839,1,7,5313,BENIGN
2025-05-02 22:06:11.158861,192.168.0.104,10.0.0.99,2358,683,17,6,2928,BENIGN
2025-05-02 22:06:11.209687,192.168.0.13,10.0.0.117,28231,168,6,4,4216,BENIGN
2025-05-02 22:06:11.260962,192.168.0.56,10.0.0.103,53592,302,6,1,1272,BENIGN
2025-05-02 22:06:11.343105,192.168.0.34,10.0.0.169,6438,968,17,6,7896,BENIGN
2025-05-02 22:06:11.418575,192.168.0.151,10.0.0.142,6086,745,17,10,11340,BENIGN
2025-05-02 22:06:11.468989,192.168.0.150,10.0.0.203,21773,447,1,2,130,BENIGN
2025-05-02 22:06:11.519505,192.168.0.125,10.0.0.226,42999,318,17,6,7440,BENIGN
2025-05-02 22:06:11.570039,192.168.0.65,10.0.0.118,8712,709,17,2,1496,BENIGN
2025-05-02 22:06:11.634419,192.168.0.23,10.0.0.216,13694,502,17,9,11232,BENIGN
2025-05-02 22:06:11.686181,192.168.0.173,10.0.0.74,53548,338,17,5,1270,BENIGN
2025-05-02 22:06:11.736343,192.168.0.69,10.0.0.123,19458,230,1,6,8280,BENIGN
2025-05-02 22:06:11.786865,192.168.0.253,10.0.0.13,30813,934,1,5,985,BENIGN
2025-05-02 22:06:11.837356,192.168.0.109,10.0.0.105,36093,521,17,8,8040,BENIGN
2025-05-02 22:06:11.888369,192.168.0.227,10.0.0.193,28645,388,1,2,950,BENIGN
2025-05-02 22:06:11.943016,192.168.0.103,10.0.0.39,24423,538,17,10,5460,BENIGN
2025-05-02 22:06:11.993517,192.168.0.227,10.0.0.67,23897,643,1,3,3273,BENIGN
2025-05-02 22:06:12.044108,192.168.0.91,10.0.0.210,48624,1024,6,5,6850,BENIGN
2025-05-02 22:06:12.094715,192.168.0.106,10.0.0.155,24612,280,17,6,7236,BENIGN
2025-05-02 22:06:12.145130,192.168.0.20,10.0.0.81,27856,31,17,2,182,BENIGN
2025-05-02 22:06:12.195710,192.168.0.201,10.0.0.116,26399,548,6,7,9457,BENIGN
2025-05-02 22:06:12.246126,192.168.0.133,10.0.0.52,15163,620,6,8,9632,BENIGN
2025-05-02 22:06:12.296803,192.168.0.25,10.0.0.90,1561,233,6,6,6144,BENIGN
2025-05-02 22:06:12.347702,192.168.0.62,10.0.0.152,16354,231,1,1,219,BENIGN
2025-05-02 22:06:12.398430,192.168.0.64,10.0.0.179,30017,59,1,2,1140,BENIGN
2025-05-02 22:06:12.448650,192.168.0.203,10.0.0.230,52628,431,1,5,5425,BENIGN
2025-05-02 22:06:12.498907,192.168.0.250,10.0.0.246,41141,41,6,3,675,BENIGN
2025-05-02 22:06:12.549289,192.168.0.158,10.0.0.40,61700,493,17,2,2694,BENIGN
2025-05-02 22:06:12.600849,192.168.0.81,10.0.0.164,32566,448,1,8,10800,BENIGN
2025-05-02 22:06:12.665735,192.168.0.250,10.0.0.101,2375,688,17,4,5448,BENIGN
2025-05-02 22:06:12.719535,192.168.0.72,10.0.0.162,32548,719,1,4,768,BENIGN
2025-05-02 22:06:12.770636,192.168.0.62,10.0.0.139,25678,923,6,1,1461,BENIGN
2025-05-02 22:06:12.821424,192.168.0.3,10.0.0.52,9103,742,6,1,825,BENIGN
